Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
747,60,3,65.0,8795,1,0,3,4,0,8,2,2,0,5,7,5,2000,2000,1,1,12,13,0,0.0,4,3,2,4,3,1,6,1,952,1,5,1,3,2256,0,0,2,1,4,1,4,8,6,1,3,6,2000.0,3,2,554,3,3,2,224,54,0,0,0,0,0,4,2009,8,4,236000
748,70,4,65.0,11700,1,0,3,0,0,17,2,2,0,5,7,7,1880,2003,4,1,11,12,0,0.0,4,3,4,3,2,1,1,1,1240,2,3,0,3,2640,0,0,1,1,4,1,4,8,6,1,4,2,1950.0,1,4,864,3,3,0,181,0,386,0,0,0,0,5,2009,8,4,265979
749,20,3,59.0,10593,1,0,3,4,0,15,2,2,0,2,7,5,1996,1996,3,1,12,13,2,338.0,4,3,2,4,3,1,6,1,1720,1,5,1,3,1720,1,0,2,0,3,1,4,7,6,1,3,5,1996.0,3,2,527,3,3,2,240,56,154,0,0,0,0,3,2010,8,4,260400
750,50,3,50.0,8405,1,3,3,4,0,7,2,2,0,0,4,3,1945,1950,1,1,14,15,0,0.0,3,3,3,0,0,0,0,0,0,5,3,0,2,1529,0,0,2,0,4,1,3,9,4,0,0,2,1945.0,1,1,240,3,3,0,92,0,185,0,0,0,0,4,2009,8,4,98000
751,50,4,55.0,8800,1,3,3,0,0,17,2,2,0,0,4,7,1910,2004,1,1,13,14,0,0.0,3,3,0,3,2,1,1,1,576,1,4,1,3,1140,0,0,1,0,3,1,3,7,3,0,0,0,0.0,0,0,0,0,0,0,0,160,0,0,0,0,0,6,2010,8,4,96500
752,60,3,65.0,7750,1,3,3,4,0,8,6,2,0,5,7,5,2003,2003,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,660,1,5,1,3,1320,0,0,2,1,3,1,4,6,6,0,0,5,2003.0,3,2,400,3,3,2,0,48,0,0,0,0,0,8,2007,8,4,162000
753,20,3,79.0,9236,1,0,3,4,0,5,2,2,0,2,6,5,1997,1997,1,1,12,13,0,0.0,3,4,2,4,3,4,6,1,1479,1,5,1,3,1494,1,0,2,0,3,1,4,6,6,0,0,5,1997.0,2,2,576,3,3,2,168,27,0,0,0,0,0,7,2006,8,4,217000
754,60,3,80.0,10240,1,3,3,4,0,16,2,2,0,5,8,5,2005,2005,1,1,12,13,2,178.0,4,3,2,4,3,2,1,1,1030,1,4,1,3,2098,0,0,2,1,3,1,5,8,6,1,4,5,2005.0,2,3,878,3,3,2,192,52,0,0,0,0,0,3,2006,8,4,275500
755,20,3,61.0,7930,1,3,3,4,0,12,2,2,0,2,6,8,1969,2005,1,1,9,10,0,0.0,3,3,1,3,3,1,6,2,1026,1,4,1,3,1026,1,0,1,0,3,1,4,5,6,0,0,2,1969.0,2,2,440,3,3,2,171,48,0,0,0,0,0,7,2009,8,4,156000
756,160,1,34.0,3230,1,3,3,4,0,21,2,2,4,5,6,5,1999,1999,1,1,8,8,2,894.0,3,3,2,4,3,1,6,1,729,1,4,1,3,1471,0,0,2,1,3,1,3,6,6,0,0,2,1999.0,1,2,440,3,3,2,0,24,0,0,0,0,0,3,2009,8,4,172500
757,60,3,68.0,10769,1,0,3,4,0,5,2,2,0,5,8,5,2007,2007,1,1,12,13,0,0.0,4,3,2,4,3,3,6,1,866,1,5,1,3,1768,0,0,2,1,3,1,4,7,6,0,0,5,2007.0,2,2,578,3,3,2,144,105,0,0,0,0,0,4,2009,8,4,212000
758,60,3,71.0,11616,1,0,3,1,0,19,2,2,0,5,6,5,1978,1978,3,1,6,6,1,328.0,3,3,1,3,3,2,3,1,672,1,3,1,3,1386,0,0,2,1,3,1,3,6,6,1,3,5,1978.0,3,2,440,3,3,2,335,0,0,0,0,0,0,4,2010,8,0,158900
759,160,1,24.0,2280,1,3,3,4,0,21,2,2,3,5,7,5,1999,1999,1,1,8,8,2,360.0,3,3,2,4,3,1,5,1,744,1,4,1,3,1501,0,0,2,1,3,1,3,6,6,0,0,2,1999.0,1,2,440,3,3,2,0,0,0,0,0,0,0,8,2008,8,4,179400
760,60,3,65.0,12257,1,0,3,4,0,15,2,2,0,5,8,5,1995,1995,1,1,12,13,2,513.0,4,3,2,4,3,3,2,5,1318,1,5,1,3,2531,0,0,2,1,4,1,4,9,6,1,3,5,1995.0,2,3,752,3,3,2,222,98,0,0,0,0,0,11,2007,8,4,290000
761,20,3,70.0,9100,1,3,3,4,0,12,2,2,0,2,6,6,1959,1959,3,1,13,14,0,0.0,3,3,1,3,3,1,3,1,864,1,5,1,3,864,0,0,1,0,2,1,3,5,6,0,0,2,2008.0,1,1,300,5,5,2,0,0,0,0,0,0,450,10,2009,8,4,127500
762,30,4,60.0,6911,1,3,3,2,0,3,1,2,0,2,5,5,1924,1950,1,1,13,14,0,0.0,3,3,2,3,3,2,2,1,1145,1,3,1,3,1301,0,0,1,0,2,1,2,5,2,0,0,2,1965.0,1,2,440,3,3,2,0,0,0,0,0,0,0,10,2009,8,4,100000
763,60,1,72.0,8640,1,3,3,4,0,21,2,2,0,5,7,5,2009,2009,1,1,12,13,0,0.0,3,3,2,4,3,2,6,1,756,1,5,1,3,1547,0,0,2,1,3,1,4,7,6,0,0,5,2009.0,1,2,614,3,3,2,169,45,0,0,0,0,0,6,2010,2,4,215200
764,60,3,82.0,9430,1,3,3,4,0,15,2,2,0,5,8,5,1999,1999,1,1,12,13,2,673.0,4,3,2,4,3,2,6,1,1252,1,5,1,3,2365,1,0,2,1,3,1,4,8,6,1,4,5,1999.0,2,3,856,3,3,2,0,128,0,0,180,0,0,7,2009,8,4,337000
765,120,3,30.0,9549,1,0,3,1,0,24,2,2,4,2,8,5,1995,1996,3,1,3,3,0,0.0,4,4,2,4,4,3,2,6,1494,1,5,1,3,1494,1,0,1,1,2,1,5,6,6,1,4,5,1995.0,3,2,481,3,3,2,0,30,0,0,216,0,0,4,2006,8,4,270000
766,20,3,75.0,14587,1,0,3,4,0,21,2,2,0,2,9,5,2008,2008,1,1,12,13,4,284.0,4,3,2,4,3,1,1,1,1498,1,5,1,3,1506,0,0,2,0,2,1,5,6,6,1,4,5,2008.0,3,2,592,3,3,2,0,174,0,0,0,0,0,8,2008,6,5,264132
767,60,3,80.0,10421,1,3,3,4,0,14,2,2,0,5,7,5,1988,1988,1,1,6,6,2,42.0,3,3,1,4,3,1,6,1,980,1,3,1,3,1714,0,0,2,1,3,1,3,7,6,1,3,5,1988.0,1,2,496,3,3,2,228,66,156,0,0,0,500,3,2010,8,4,196500
768,50,3,75.0,12508,1,0,3,4,0,11,2,2,0,0,6,7,1940,1985,1,1,12,13,0,0.0,3,3,1,4,3,2,5,1,983,1,5,1,3,1750,1,0,2,0,4,1,3,7,4,0,0,5,1989.0,1,1,423,3,3,2,245,0,156,0,0,0,1300,7,2008,8,4,160000
769,20,3,70.0,9100,1,3,3,4,0,5,2,2,0,2,7,5,2004,2005,3,1,12,13,0,0.0,4,3,2,4,3,1,6,1,1860,1,5,1,3,1836,0,0,2,0,3,1,4,8,6,1,4,5,2004.0,3,2,484,3,3,2,120,33,0,0,0,0,0,10,2006,8,4,216837
770,60,3,47.0,53504,1,1,1,1,1,22,2,2,0,5,8,5,2003,2003,3,1,5,15,2,603.0,5,3,2,4,3,4,5,1,1650,1,5,1,3,3279,1,0,3,1,4,1,5,12,4,1,4,6,2003.0,3,3,841,3,3,2,503,36,0,0,210,0,0,6,2010,8,4,538000
771,85,3,71.0,7252,1,0,3,1,0,19,2,2,0,6,5,5,1982,1982,3,1,13,14,0,0.0,3,3,1,4,3,3,6,1,858,1,3,1,3,858,1,0,1,0,2,1,3,5,6,0,0,2,1983.0,1,2,576,3,3,2,120,0,0,0,0,0,0,4,2009,8,4,134900
772,20,3,67.0,8877,1,3,3,4,0,7,2,2,0,2,4,5,1951,1951,1,1,13,14,0,0.0,3,3,1,2,2,1,2,1,836,1,3,1,2,1220,0,0,1,0,2,1,3,6,6,0,0,2,1951.0,1,2,396,3,3,2,0,0,0,0,0,0,0,4,2006,0,4,102000
773,80,3,94.0,7819,1,3,3,4,0,7,2,2,0,7,6,5,1976,1976,1,1,9,10,0,0.0,3,3,1,3,3,3,5,4,1029,1,3,1,3,1117,1,0,1,0,3,1,3,6,6,1,3,2,1976.0,1,2,672,3,3,2,144,0,0,0,0,0,0,3,2010,8,0,107000
774,20,3,70.0,10150,1,3,3,4,0,12,1,2,0,2,5,5,1958,1958,1,1,13,14,0,1.0,3,3,1,3,3,1,3,1,912,1,5,1,2,912,0,0,1,0,2,1,3,5,6,0,0,5,1958.0,2,1,275,3,3,2,0,0,0,0,0,0,0,7,2007,0,4,114500
775,20,3,110.0,14226,1,3,3,0,0,16,2,2,0,2,8,5,2006,2006,3,1,12,13,2,375.0,4,3,2,4,3,3,1,1,1935,1,4,1,3,1973,0,0,2,0,3,1,4,9,6,1,4,5,2006.0,3,3,895,3,3,2,315,45,0,0,0,0,0,7,2007,6,5,395000
776,120,4,32.0,4500,1,3,3,2,0,11,2,2,4,2,6,5,1998,1998,3,1,12,13,2,320.0,3,3,2,5,3,1,6,1,1204,1,5,1,3,1204,1,0,2,0,2,1,3,5,6,0,0,5,1998.0,3,2,412,3,3,2,0,247,0,0,0,0,0,6,2009,8,4,162000
777,20,3,86.0,11210,1,0,3,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,2,240.0,4,3,2,4,3,3,6,1,1614,1,5,1,3,1614,0,0,2,0,3,1,4,7,6,0,0,5,2005.0,2,3,865,3,3,2,144,59,0,0,0,0,0,7,2006,6,5,221500
778,20,3,100.0,13350,1,0,3,4,0,19,2,2,0,2,5,5,1974,1974,3,1,6,10,0,0.0,3,3,1,3,3,1,5,1,864,1,3,1,3,894,1,0,1,0,3,1,3,5,6,1,2,5,1974.0,1,2,440,3,3,2,241,0,0,0,0,0,0,6,2006,8,4,142500
779,90,2,60.0,8400,1,3,3,4,0,20,1,2,2,2,5,5,1977,1977,1,1,9,10,2,320.0,3,3,3,0,0,0,0,0,0,1,3,1,3,2020,0,0,2,0,4,2,3,10,6,2,3,2,1977.0,1,2,630,3,3,2,0,0,0,0,0,0,0,10,2007,8,4,144000
780,90,3,78.0,10530,1,3,3,4,0,11,2,2,2,6,6,5,1977,1977,1,1,9,7,2,90.0,3,3,1,4,3,4,6,1,975,1,3,1,3,1004,1,0,1,0,2,1,3,4,6,0,0,5,1977.0,1,2,504,3,3,2,0,0,0,0,0,0,0,5,2006,8,4,135000
781,20,3,63.0,7875,1,3,3,4,0,8,2,2,0,2,7,5,1995,1996,1,1,6,6,2,38.0,3,3,2,4,4,1,1,1,1237,1,4,1,3,1253,0,0,2,0,3,1,3,6,6,1,3,5,1995.0,3,2,402,3,3,2,220,21,0,0,0,0,0,6,2007,8,4,176000
782,60,3,65.0,7153,1,3,3,4,0,20,2,2,0,5,6,5,1992,1992,1,1,12,13,0,0.0,4,4,2,4,3,1,5,1,761,1,5,1,3,1603,0,0,2,1,3,1,4,7,6,0,0,5,1992.0,2,2,484,3,3,2,0,124,0,0,0,0,0,7,2006,8,4,175900
783,20,3,67.0,16285,1,1,3,4,0,5,2,2,0,2,7,5,2001,2002,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,1413,1,5,1,3,1430,0,0,2,0,3,1,4,6,6,0,0,5,2001.0,2,2,605,3,3,2,0,33,0,0,0,0,0,6,2009,8,4,187100
784,85,3,73.0,9101,1,0,3,0,0,11,2,2,0,6,5,6,1978,1978,1,1,9,10,2,104.0,3,4,2,4,3,3,6,1,1097,1,5,1,3,1110,1,0,1,0,1,1,4,4,6,1,3,5,1978.0,3,2,602,3,3,2,303,30,0,0,0,0,0,7,2009,8,4,165500
785,75,4,35.0,6300,1,3,3,4,0,17,2,2,0,4,6,6,1914,2001,1,1,13,15,0,0.0,3,3,1,3,3,1,1,1,742,1,5,1,3,1484,0,0,2,0,3,1,3,9,6,1,4,0,0.0,0,0,0,0,0,2,0,291,134,0,0,0,0,6,2008,8,4,128000
786,20,3,80.0,9790,1,3,3,4,0,14,1,2,0,2,6,5,1967,1967,1,1,3,14,0,0.0,3,3,1,3,3,1,3,2,1372,1,3,1,3,1342,0,0,2,0,3,1,3,7,6,1,4,5,1967.0,1,2,457,3,3,2,0,0,0,0,197,0,0,9,2009,8,4,161500
787,50,4,60.0,10800,1,3,3,4,0,17,0,2,0,0,5,6,1915,1950,1,1,8,8,0,0.0,3,4,2,2,3,1,2,1,686,1,3,1,3,1652,1,0,2,0,4,1,3,7,6,0,0,2,1961.0,1,1,416,3,3,2,0,0,196,0,0,0,1200,6,2010,8,4,139000
788,60,3,76.0,10142,1,0,3,4,0,20,2,2,0,5,7,5,2004,2004,1,1,12,13,0,0.0,4,3,2,4,3,1,6,1,956,1,5,1,3,2084,1,0,2,1,4,1,4,8,6,0,0,6,2004.0,2,2,618,3,3,2,0,45,0,0,0,0,0,1,2010,8,4,233000
789,20,4,50.0,6000,1,3,3,0,0,17,2,2,0,2,4,7,1954,2000,1,1,8,8,0,0.0,3,3,1,3,3,1,1,1,901,1,5,1,3,901,0,0,1,0,2,1,3,4,6,0,0,2,1954.0,1,1,281,2,3,2,0,0,0,0,0,0,0,8,2008,8,4,107900
790,60,3,80.0,12205,1,0,2,4,0,4,2,2,0,5,6,8,1966,2007,1,1,6,6,2,157.0,3,3,1,3,2,4,2,1,832,1,4,1,3,2087,0,0,2,1,5,1,4,9,6,0,0,5,1966.0,3,2,444,3,3,2,133,168,0,0,0,0,0,7,2007,8,4,187500
791,120,3,43.0,3182,1,3,3,4,0,0,2,2,4,2,7,5,2005,2006,1,1,12,13,2,11.0,4,3,2,4,3,1,6,1,1145,1,5,1,3,1145,0,0,2,0,2,1,4,5,6,1,4,5,2005.0,3,2,397,3,3,2,100,16,0,0,0,0,0,9,2009,8,4,160200
792,80,3,73.0,11333,1,0,3,0,0,11,2,2,0,7,6,5,1976,1976,1,1,6,6,0,0.0,3,3,2,4,3,3,5,1,1029,1,3,1,3,1062,1,0,1,0,3,1,3,5,6,2,3,5,1976.0,2,2,539,3,3,2,120,0,0,0,0,0,0,5,2007,8,4,146800
793,60,3,92.0,9920,1,0,3,1,0,15,2,2,0,5,7,5,1996,1997,1,1,8,8,0,0.0,4,3,2,4,3,3,6,1,1117,1,5,1,3,2013,1,0,2,1,3,1,3,8,6,1,3,5,1997.0,1,2,455,3,3,2,180,130,0,0,0,0,0,6,2007,8,4,269790
794,20,3,76.0,9158,1,3,3,4,0,21,2,2,0,2,8,5,2007,2007,1,1,5,5,4,140.0,4,3,2,4,3,3,1,1,1496,1,5,1,3,1496,0,0,2,0,3,1,4,7,6,0,0,5,2007.0,3,2,474,3,3,2,168,130,0,0,0,0,0,6,2007,6,5,225000
795,60,3,65.0,10832,1,0,3,0,0,8,2,2,0,5,7,5,1994,1996,1,1,8,8,0,0.0,4,3,2,4,3,1,1,1,712,1,5,1,3,1895,0,0,2,1,3,1,4,7,6,1,3,5,1994.0,3,2,409,3,3,2,143,46,0,0,0,0,500,10,2008,8,4,194500
796,60,3,70.0,8400,1,3,3,4,0,20,2,2,0,5,6,6,1980,1981,1,1,6,6,2,130.0,3,3,1,4,3,1,1,1,650,1,3,1,3,1564,0,0,2,1,3,1,3,7,6,1,3,5,1980.0,1,2,476,3,3,2,0,50,0,0,204,0,0,4,2010,8,4,171000
797,20,3,71.0,8197,1,3,3,4,0,19,2,2,0,2,6,5,1977,1977,1,1,9,10,2,148.0,3,3,1,3,3,1,1,1,660,1,5,1,3,1285,0,0,1,1,3,1,3,7,6,1,3,5,1977.0,2,2,528,3,3,2,138,0,0,0,0,0,0,4,2007,8,4,143500
798,20,3,57.0,7677,1,3,3,4,0,12,2,2,0,2,5,5,1953,1953,1,1,12,13,0,0.0,3,3,1,3,3,1,4,1,773,1,4,1,3,773,0,0,1,0,2,1,3,4,6,0,0,5,1953.0,1,1,240,3,3,2,0,0,0,0,0,0,0,4,2008,8,0,110000
799,60,3,104.0,13518,1,3,3,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,4,860.0,5,3,2,5,3,1,1,1,1926,1,5,1,3,3140,0,0,3,1,4,1,5,11,6,2,4,6,2009.0,3,3,820,3,3,2,144,78,0,0,0,0,0,7,2009,6,5,485000
800,50,3,60.0,7200,1,3,3,0,0,18,1,2,0,0,5,7,1937,1950,1,1,13,14,2,252.0,3,3,0,4,3,1,5,1,731,1,5,1,3,1768,1,0,1,1,3,1,4,7,6,2,3,2,1939.0,1,1,240,3,3,2,0,0,264,0,0,0,0,6,2007,8,4,175000
801,60,3,79.0,12798,1,0,1,4,1,4,1,2,0,5,6,5,1997,1997,1,1,12,13,0,0.0,3,3,2,4,3,4,6,1,616,1,4,1,3,1688,1,0,2,1,4,1,4,8,6,0,0,5,1997.0,2,2,603,3,3,2,403,114,185,0,0,0,400,5,2008,8,4,200000
802,30,4,40.0,4800,1,3,3,4,0,9,2,2,0,2,4,7,1916,1990,1,1,8,8,0,0.0,3,3,1,3,3,1,2,1,1196,1,5,1,2,1196,1,0,1,0,2,1,3,5,6,0,0,2,1957.0,1,2,440,3,3,2,0,0,0,0,0,0,0,7,2007,8,4,109900
803,60,3,63.0,8199,1,3,3,4,0,5,2,2,0,5,7,5,2005,2005,1,1,14,15,0,0.0,4,3,2,4,3,3,6,1,728,1,5,1,3,1456,1,0,2,1,3,1,4,7,6,1,4,5,2005.0,3,2,410,3,3,2,36,18,0,0,0,0,0,10,2008,8,4,189000
804,60,3,107.0,13891,1,3,3,4,0,16,2,2,0,5,9,5,2008,2009,3,1,12,13,4,424.0,5,3,2,5,3,4,1,1,1734,1,5,1,3,2822,0,0,3,1,4,1,5,12,6,1,4,6,2009.0,2,3,1020,3,3,2,52,170,0,0,192,0,0,1,2009,6,5,582933
805,20,3,75.0,9000,1,3,3,4,0,12,2,2,0,2,5,5,1954,1954,1,1,13,14,0,0.0,3,3,1,3,3,1,2,1,936,1,3,1,3,1128,0,0,1,0,2,1,3,5,2,0,0,5,1954.0,1,1,286,3,3,2,0,0,0,0,0,0,0,6,2006,8,3,118000
806,20,3,91.0,12274,1,0,3,2,0,21,2,2,0,2,7,5,2008,2008,1,1,12,13,4,256.0,4,3,2,4,3,1,1,1,1417,1,5,1,3,1428,0,0,2,0,3,1,5,6,6,0,0,5,2008.0,2,2,554,3,3,2,0,60,0,0,0,0,0,7,2008,6,5,227680
807,80,3,75.0,9750,1,3,3,4,0,12,2,2,0,7,5,5,1967,1967,1,1,12,13,0,0.0,3,3,2,3,3,3,5,3,980,1,4,1,3,980,0,0,2,0,3,1,3,6,6,0,0,5,1967.0,3,1,384,3,3,2,68,0,0,0,0,0,0,10,2006,8,4,135500
808,70,3,144.0,21384,1,3,3,4,0,3,2,2,0,5,5,6,1923,2004,1,1,13,14,0,0.0,3,3,1,3,3,4,6,1,1324,1,5,1,3,1576,2,0,1,1,3,1,4,6,6,1,3,5,1923.0,2,2,528,3,3,2,0,312,0,0,0,0,0,5,2009,8,4,223500
809,80,3,85.0,13400,1,3,3,4,0,12,2,2,0,7,5,5,1966,1966,1,1,12,13,2,1047.0,3,3,1,3,3,3,5,4,1024,1,3,1,3,1086,1,0,1,0,3,1,3,6,6,1,4,5,1966.0,2,2,484,3,3,2,0,0,0,0,0,0,0,6,2006,8,4,159950
810,75,4,90.0,8100,1,3,3,0,0,17,2,2,0,4,5,5,1898,1965,3,1,0,0,0,0.0,3,3,2,3,3,1,1,1,849,1,3,0,2,2138,0,0,2,0,2,3,3,11,6,0,0,2,1910.0,1,2,360,2,1,0,40,156,0,0,0,0,0,11,2009,8,4,106000
811,20,3,78.0,10140,1,3,3,4,0,14,2,2,0,2,6,6,1974,1999,3,1,6,6,2,99.0,3,3,1,3,3,1,5,2,1040,1,2,1,3,1309,1,0,1,1,3,1,4,5,6,1,2,5,1974.0,2,2,484,3,3,2,265,0,0,0,0,648,0,1,2006,8,4,181000
812,120,4,70.0,4438,1,3,3,4,0,5,2,2,4,2,6,5,2004,2004,1,1,12,13,2,169.0,4,3,2,4,3,4,6,1,848,1,5,1,3,848,1,0,1,0,1,1,4,4,6,1,4,5,2004.0,3,2,420,3,3,2,140,0,0,0,0,0,0,6,2008,3,4,144500
813,20,0,66.0,8712,0,3,0,4,1,9,2,2,0,2,5,5,1952,1952,3,1,13,14,0,0.0,2,3,1,3,3,3,1,1,540,1,3,0,2,1044,0,0,1,0,2,1,2,4,6,0,0,3,1952.0,1,2,504,3,3,0,0,0,0,0,0,0,54,6,2010,8,2,55993
814,20,3,75.0,9750,1,3,3,4,0,12,2,2,0,2,6,6,1958,1958,1,1,8,8,2,243.0,3,3,1,3,3,1,3,1,1442,1,4,1,3,1442,0,0,1,1,4,1,3,7,6,0,0,5,1958.0,2,1,301,3,3,2,0,0,275,0,0,0,500,4,2007,0,4,157900
815,50,3,45.0,8248,1,3,3,4,0,7,2,2,0,0,5,7,1918,1950,1,1,11,12,0,0.0,3,3,0,3,3,1,1,1,686,2,4,1,3,1250,0,1,1,1,3,1,2,7,6,0,0,2,1955.0,1,1,280,3,3,1,207,0,96,0,0,0,0,7,2006,8,4,116000
816,20,3,48.0,12137,1,1,3,1,0,5,2,2,0,2,7,5,1998,1998,1,1,12,13,2,442.0,3,3,2,4,3,1,1,1,1649,1,5,1,3,1661,0,0,2,0,3,1,4,6,6,0,0,5,1998.0,2,2,598,3,3,2,0,34,0,0,0,0,0,5,2010,8,4,224900
817,20,3,73.0,11425,1,0,3,0,0,12,2,2,0,2,5,6,1954,1954,1,1,3,3,0,0.0,3,3,1,3,3,1,4,1,1008,1,4,1,3,1008,0,0,1,0,2,1,3,4,6,1,4,5,1954.0,2,1,275,3,3,2,0,0,120,0,0,0,0,7,2006,8,4,137000
818,20,3,73.0,13265,1,0,3,1,0,11,2,2,0,2,8,5,2002,2002,3,1,5,5,2,148.0,4,3,2,4,3,1,6,1,1568,1,5,1,3,1689,1,0,2,0,3,1,4,7,6,2,4,5,2002.0,2,3,857,3,3,2,150,59,0,0,0,0,0,7,2008,8,4,271000
819,80,3,80.0,8816,1,3,3,4,0,4,2,2,0,7,6,7,1971,1971,1,1,6,6,2,80.0,3,3,1,3,3,3,6,1,1010,1,4,1,3,1052,1,0,1,0,3,1,3,6,6,0,0,5,1971.0,1,2,440,3,3,2,0,0,0,0,0,0,0,6,2010,8,4,155000
820,120,3,44.0,6371,1,0,3,4,0,16,2,2,4,2,7,5,2009,2010,1,1,12,13,4,128.0,4,3,2,4,3,2,6,1,1358,1,5,1,3,1358,1,0,2,0,2,1,4,6,6,1,4,5,2010.0,2,2,484,3,3,2,192,35,0,0,0,0,0,6,2010,6,5,224000
821,60,3,72.0,7226,1,0,3,1,0,5,2,2,0,5,7,5,2003,2003,1,1,12,13,0,0.0,4,3,2,4,3,1,1,1,798,1,5,1,3,1640,0,0,2,1,3,1,4,6,6,0,0,5,2003.0,2,2,595,3,3,2,0,45,0,0,0,0,0,6,2008,8,4,183000
822,20,4,60.0,6000,1,3,0,4,1,17,2,2,1,2,4,4,1953,1953,1,1,8,8,0,0.0,2,3,1,2,3,1,1,1,936,1,3,0,3,936,0,0,1,0,2,1,3,4,3,0,0,2,1974.0,1,2,576,3,3,2,0,32,112,0,0,0,0,2,2009,8,4,93000
823,60,3,65.0,12394,1,0,3,0,0,8,2,2,0,5,7,5,2003,2003,1,1,12,13,0,0.0,4,3,2,4,3,4,1,1,847,1,5,1,3,1733,0,0,2,1,3,1,4,7,6,1,4,6,2003.0,3,2,433,3,3,2,100,48,0,0,0,0,0,10,2007,8,3,225000
824,50,3,60.0,9900,1,3,3,4,0,18,2,2,0,0,6,7,1940,1950,1,1,12,13,0,0.0,3,3,0,3,3,1,1,1,778,1,3,1,3,1489,0,0,2,0,3,1,3,7,6,1,4,2,1940.0,1,1,240,3,3,2,335,0,0,0,0,0,0,7,2009,8,4,139500
825,20,1,81.0,11216,1,3,3,4,0,21,2,2,0,2,8,5,2006,2006,1,1,12,13,0,0.0,4,3,2,4,4,1,1,1,1489,1,5,1,3,1489,0,0,2,0,3,1,4,7,6,1,4,5,2006.0,2,2,776,3,3,2,0,140,0,0,0,0,0,6,2006,6,5,232600
826,20,3,114.0,14803,1,3,3,4,0,16,4,4,0,2,10,5,2007,2008,3,1,5,5,2,816.0,5,3,2,5,3,3,6,1,2078,1,5,1,3,2084,1,0,2,0,2,1,5,7,6,1,4,5,2007.0,3,3,1220,3,3,2,188,45,0,0,0,0,0,6,2008,6,5,385000
827,45,4,50.0,6130,1,3,3,4,0,3,2,2,0,1,5,6,1924,1950,1,1,8,8,0,0.0,3,3,0,3,3,1,5,1,784,1,4,1,3,784,1,0,1,0,2,1,4,5,6,0,0,0,0.0,0,0,0,0,0,2,0,0,116,0,0,0,0,5,2008,8,4,109500
828,20,3,65.0,8529,1,0,3,4,0,20,2,2,0,2,7,5,2001,2001,1,1,12,13,0,0.0,4,3,2,4,3,1,6,1,1454,1,5,1,3,1434,0,0,2,0,3,1,4,6,6,1,3,5,2001.0,2,2,527,3,3,2,290,39,0,0,0,0,0,4,2009,8,4,189000
829,60,3,80.0,28698,1,1,2,1,2,4,2,2,0,5,5,5,1967,1967,0,5,9,10,0,0.0,3,3,2,3,4,4,2,5,1013,1,3,1,3,2126,0,1,2,1,3,1,3,7,3,0,0,5,1967.0,3,2,538,3,3,2,486,0,0,0,225,0,0,6,2009,8,0,185000
830,160,1,24.0,2544,1,3,3,4,0,21,2,2,3,5,7,5,2005,2005,1,1,8,8,0,0.0,4,3,2,4,3,1,1,1,600,1,5,1,3,1223,0,0,2,1,2,1,4,4,6,0,0,2,2005.0,2,2,480,3,3,2,0,166,0,0,0,0,0,7,2006,8,4,147400
831,20,3,80.0,11900,1,0,3,0,0,12,2,2,0,2,6,5,1957,1957,1,1,6,6,2,387.0,3,3,1,3,3,1,3,1,1392,1,3,1,2,1392,1,0,1,1,3,1,3,6,6,2,4,5,1957.0,2,2,458,3,3,2,0,0,0,0,192,0,0,6,2008,8,4,166000
832,160,1,30.0,3180,1,3,3,4,0,21,2,2,4,5,7,5,2005,2005,1,1,8,8,0,0.0,3,3,2,4,3,1,1,1,600,1,5,1,3,1200,0,0,2,1,2,1,4,4,6,0,0,2,2005.0,2,2,480,3,3,2,0,166,0,0,0,0,0,6,2006,8,4,151000
833,60,3,44.0,9548,1,0,3,1,0,5,2,2,0,5,7,6,2003,2003,1,1,12,13,2,223.0,4,3,2,4,3,1,6,1,941,1,5,1,3,1829,1,0,2,1,3,1,4,7,6,1,3,5,2003.0,2,2,613,3,3,2,192,39,0,0,0,0,0,1,2010,8,4,237000
834,20,3,100.0,10004,1,3,3,4,0,12,2,2,0,2,6,6,1964,1964,1,1,6,10,2,180.0,3,3,1,3,3,1,3,4,1516,1,3,1,3,1516,0,0,1,1,3,1,3,6,6,0,0,5,1964.0,2,2,472,3,3,2,0,0,0,0,152,0,0,2,2009,8,4,167000
